gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	TPM_coefficient_of_quartile_variation	FPKM_ci_lower_bound	FPKM_ci_upper_bound	FPKM_coefficient_of_quartile_variation
ENSG00000179240.9	ENST00000321844.6,ENST00000529331.1,ENST00000530460.1,ENST00000531207.5,ENST00000531785.1,ENST00000534586.1	2555.53	2379.44	126.00	0.85	0.79	126.00	0.00	0.98	0.91	0.780082	1.18939	0.0714794	0.734362	1.11801	0.0714756
ENSG00000179241.12	ENST00000315571.5,ENST00000524419.5,ENST00000528989.5,ENST00000529759.1,ENST00000532490.1,ENST00000534091.1	3523.78	3347.69	784.00	3.76	3.48	784.00	0.00	3.89	3.64	3.53269	4.23864	0.0312026	3.31263	3.97447	0.0311851
ENSG00000179242.15	ENST00000543233.2,ENST00000611855.4,ENST00000614565.4	6513.00	6336.91	84.00	0.21	0.20	84.00	0.00	0.22	0.21	0.177347	0.271745	0.0729665	0.166056	0.254508	0.0729644
ENSG00000179253.3	ENST00000317652.1	2000.00	1823.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	2.21668e-08	0.026035	0.658203	2.07649e-08	0.0243905	0.65816
ENSG00000179256.2	ENST00000316048.2	2104.00	1927.91	3.00	0.02	0.02	3.00	0.00	0.03	0.03	0.00578877	0.0650299	0.33763	0.00549559	0.060994	0.337695
ENSG00000179262.9	ENST00000316856.7,ENST00000586375.1,ENST00000586534.5,ENST00000588329.5,ENST00000588826.2,ENST00000590881.1,ENST00000591467.1,ENST00000591499.5,ENST00000592268.5,ENST00000593114.5	1418.32	1242.23	10957.15	141.44	131.08	10957.41	16.94	139.90	131.01	136.199	143.505	0.00916058	127.695	134.546	0.00914428
ENSG00000179270.6	ENST00000331664.5,ENST00000602958.1	3812.50	3636.43	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.000116245	0.118619	0.612634	6.58309e-05	0.111095	0.612706
ENSG00000179271.2	ENST00000316939.2	1782.00	1605.91	3361.85	33.57	31.11	3361.59	16.94	33.13	31.03	31.9926	34.3206	0.0120477	29.9936	32.1747	0.0120516
ENSG00000179277.9	ENST00000495167.3	958.00	781.91	19.80	0.41	0.38	19.78	0.42	0.42	0.39	0.247292	0.604502	0.14866	0.232302	0.56702	0.148733
ENSG00000179284.5	ENST00000317060.3,ENST00000585548.1	1831.25	1655.16	34.00	0.33	0.31	34.00	0.00	0.35	0.32	0.237135	0.461201	0.112755	0.222207	0.432074	0.112736
ENSG00000179292.4	ENST00000327259.4	2562.00	2385.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	2.04243e-08	0.0198976	0.655348	1.91304e-08	0.0186484	0.655391
ENSG00000179295.17	ENST00000351677.6,ENST00000392597.5,ENST00000530818.1,ENST00000531326.1,ENST00000635625.1,ENST00000635652.1,ENST00000639857.1	5339.61	5163.52	14391.00	44.69	41.42	14391.00	0.04	44.52	41.69	43.1573	45.9992	0.0108205	40.4141	43.0769	0.0108254
ENSG00000179299.16	ENST00000316607.5,ENST00000381782.6,ENST00000423784.5,ENST00000463952.5,ENST00000469033.1,ENST00000473399.5,ENST00000478857.1	1667.14	1491.07	0.00	0.00	0.00	0.00	0.00	0.17	0.16	0.0394886	0.333946	0.317139	0.0374341	0.313375	0.317074
ENSG00000179300.3	ENST00000321110.1	2648.00	2471.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	7.87919e-07	0.0193269	0.656582	7.38588e-07	0.018105	0.656604
ENSG00000179304.16	ENST00000416841.6,ENST00000509613.1,ENST00000593751.7,ENST00000610405.4,ENST00000610609.4,ENST00000612188.4,ENST00000616419.4,ENST00000619346.4	2040.46	1864.38	1012.68	8.71	8.07	1013.16	178.29	8.68	8.13	6.61827	10.8355	0.097312	6.21317	10.1659	0.097334
ENSG00000179314.14	ENST00000317744.9,ENST00000539421.1,ENST00000571494.1,ENST00000571973.1,ENST00000572764.1,ENST00000573634.5,ENST00000574232.5,ENST00000574946.5,ENST00000576083.5,ENST00000576233.1,ENST00000576947.1	2141.91	1965.84	0.00	0.00	0.00	0.00	0.00	0.22	0.21	0.0751611	0.398968	0.262721	0.0701625	0.373519	0.262753
ENSG00000179331.2	ENST00000320578.2	1830.00	1653.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	3.37728e-08	0.0287295	0.657582	3.16613e-08	0.0269162	0.657592
ENSG00000179335.18	ENST00000345005.8,ENST00000395066.7,ENST00000454830.6,ENST00000483723.5,ENST00000561673.1,ENST00000562078.5,ENST00000562389.5,ENST00000562626.1,ENST00000562670.5,ENST00000563112.1,ENST00000563297.5,ENST00000563418.2,ENST00000563842.5,ENST00000564096.1,ENST00000564353.5,ENST00000564468.5,ENST00000566126.5,ENST00000566926.1,ENST00000567805.5,ENST00000567992.1,ENST00000568139.5,ENST00000568232.1,ENST00000568488.5,ENST00000568605.5,ENST00000569063.5,ENST00000569406.5,ENST00000570296.1	1252.38	1076.32	3057.62	45.55	42.22	3053.12	3.85	45.81	42.90	43.0575	48.5468	0.0205216	40.4198	45.5599	0.0205057
ENSG00000179342.4	ENST00000474858.1	1069.00	892.91	0.00	0.00	0.00	0.00	0.00	0.02	0.02	2.24912e-08	0.0525539	0.657505	2.10741e-08	0.049241	0.657557
ENSG00000179344.16	ENST00000374943.8,ENST00000399079.7,ENST00000399082.7,ENST00000399084.5,ENST00000434651.6,ENST00000443574.1,ENST00000460185.1,ENST00000484729.2,ENST00000487676.1	1219.00	1042.91	1.00	0.02	0.01	1.00	0.00	0.28	0.26	0.071278	0.562186	0.318501	0.0649988	0.524987	0.31857
ENSG00000179348.11	ENST00000341105.6,ENST00000430265.6,ENST00000487848.5,ENST00000489987.1,ENST00000492608.1,ENST00000498200.1	2818.69	2642.60	16012.00	97.16	90.05	16012.00	0.00	96.06	89.95	93.973	98.1885	0.00756117	88.0033	91.9437	0.00752817
ENSG00000179361.17	ENST00000346246.9,ENST00000563567.1,ENST00000566147.1,ENST00000566468.1,ENST00000569680.1,ENST00000622429.1	4146.16	3970.06	2149.36	8.68	8.05	2149.32	0.82	8.77	8.21	8.30781	9.24309	0.0181204	7.79406	8.67058	0.0181196
ENSG00000179362.14	ENST00000313559.9,ENST00000396644.6,ENST00000396645.6,ENST00000409454.5,ENST00000495658.2,ENST00000564594.1,ENST00000568669.1,ENST00000598619.1	500.40	324.42	12.20	0.60	0.56	12.28	0.45	0.84	0.79	0.432734	1.30413	0.181224	0.410016	1.22659	0.1813
ENSG00000179363.6	ENST00000319560.6	728.00	551.92	0.00	0.00	0.00	0.00	0.00	0.03	0.03	3.56066e-07	0.086041	0.658107	3.33597e-07	0.0806157	0.658222
ENSG00000179364.13	ENST00000325438.12,ENST00000430725.6,ENST00000447393.5,ENST00000546915.1,ENST00000547217.5,ENST00000547903.1,ENST00000548265.1,ENST00000548796.1,ENST00000549030.1,ENST00000550790.1,ENST00000551692.5,ENST00000551743.5,ENST00000551801.1,ENST00000552138.5	1972.37	1796.28	1408.50	12.57	11.65	1406.82	2.65	12.98	12.16	11.8544	14.1679	0.0308031	11.1172	13.2853	0.0308137
ENSG00000179381.8	ENST00000431829.2	976.00	799.91	0.00	0.00	0.00	0.00	0.00	0.02	0.02	1.8823e-07	0.05976	0.659862	1.76354e-07	0.0559897	0.659911
ENSG00000179387.9	ENST00000323570.7,ENST00000502290.1,ENST00000502397.5,ENST00000503541.1,ENST00000507667.1,ENST00000511887.6,ENST00000512057.1,ENST00000513606.1	3880.62	3704.53	1701.00	7.36	6.82	1701.00	0.00	7.65	7.17	7.03456	8.30496	0.0287855	6.58738	7.77888	0.0287659
ENSG00000179388.8	ENST00000317216.2,ENST00000518773.1,ENST00000519492.1,ENST00000522910.1,ENST00000524088.1	4336.00	4159.91	98.00	0.38	0.35	98.00	0.00	0.50	0.47	0.368637	0.655203	0.0960872	0.345304	0.613747	0.096082
ENSG00000179397.17	ENST00000366531.7,ENST00000366533.8,ENST00000366534.8,ENST00000428042.1,ENST00000460986.5,ENST00000464170.1,ENST00000473875.5,ENST00000478554.5,ENST00000485888.1,ENST00000487449.1	1937.86	1761.77	9.00	0.08	0.08	9.00	0.00	0.42	0.40	0.151821	0.761897	0.25763	0.141735	0.71338	0.257619
ENSG00000179399.14	ENST00000377067.8,ENST00000483422.1,ENST00000618283.1,ENST00000618596.1	2957.00	2780.91	4.00	0.02	0.02	4.00	0.00	0.16	0.15	0.0318988	0.332502	0.344719	0.0298237	0.311504	0.344801
ENSG00000179403.11	ENST00000338660.5,ENST00000471398.1,ENST00000476993.1,ENST00000495558.1	2994.28	2818.19	518.00	2.95	2.73	518.00	0.00	3.03	2.84	2.63686	3.42394	0.0440031	2.47718	3.21476	0.044015
ENSG00000179406.7	ENST00000412091.1,ENST00000416366.1,ENST00000416572.1,ENST00000421767.1,ENST00000429320.1,ENST00000438894.1,ENST00000442578.5,ENST00000450353.3,ENST00000638517.1,ENST00000638592.1,ENST00000639086.1,ENST00000640964.1	2334.75	2158.68	1153.98	8.57	7.94	1152.14	2.38	8.76	8.20	7.7855	9.76507	0.0393498	7.30133	9.15612	0.0393504
ENSG00000179407.3	ENST00000319153.3,ENST00000469083.1	2915.00	2738.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.000256189	0.0284054	0.476253	0.000231083	0.0265991	0.476276
ENSG00000179409.10	ENST00000319004.5,ENST00000437269.1,ENST00000570364.5,ENST00000573482.5,ENST00000574958.1,ENST00000576383.1,ENST00000576778.1	3568.28	3392.19	3566.00	16.86	15.62	3566.00	0.00	16.88	15.81	16.1742	17.5766	0.0141648	15.1555	16.4684	0.0141633
ENSG00000179412.10	ENST00000323770.7	882.00	705.91	0.00	0.00	0.00	0.00	0.00	0.02	0.02	1.83197e-06	0.0675396	0.657997	1.71496e-06	0.0632861	0.658053
ENSG00000179420.11	ENST00000490285.1,ENST00000496192.1	1099.00	922.91	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.000715076	0.0815681	0.472804	0.000670266	0.0764349	0.472746
ENSG00000179428.2	ENST00000325042.2	1364.00	1187.91	14.43	0.19	0.18	14.58	1.06	0.21	0.19	0.106904	0.316072	0.179433	0.10032	0.296298	0.179468
ENSG00000179431.6	ENST00000317811.5,ENST00000532914.1	1985.25	1809.15	175.00	1.55	1.44	175.00	0.00	1.56	1.46	1.22939	1.89136	0.0741206	1.1482	1.76819	0.0740753
ENSG00000179443.5	ENST00000433495.1	950.00	773.91	0.00	0.00	0.00	0.00	0.00	0.02	0.02	3.17245e-07	0.061549	0.652947	2.97167e-07	0.0576726	0.652951
ENSG00000179447.2	ENST00000319682.2	1789.00	1612.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	1.17066e-07	0.0290494	0.657683	1.09695e-07	0.0272208	0.657668
ENSG00000179452.2	ENST00000319701.2	259.00	83.18	0.00	0.00	0.00	0.00	0.00	0.19	0.18	5.28721e-06	0.57544	0.652741	4.95802e-06	0.539037	0.652746
ENSG00000179454.13	ENST00000355081.3,ENST00000396128.8,ENST00000553817.1,ENST00000556239.5,ENST00000556500.1,ENST00000557468.1,ENST00000579157.1	4225.23	4049.14	359.00	1.42	1.32	359.20	0.49	1.64	1.53	1.31534	1.97088	0.0692806	1.23368	1.84803	0.069297
ENSG00000179455.8	ENST00000314520.5,ENST00000564592.1,ENST00000568252.1,ENST00000568945.2,ENST00000570112.1,ENST00000647595.1,ENST00000649065.1	1416.58	1240.52	1016.76	13.14	12.18	1016.73	0.52	13.11	12.28	11.933	14.3181	0.0313455	11.183	13.4185	0.0313388
ENSG00000179456.10	ENST00000358704.4,ENST00000622512.1	3759.00	3582.91	232.00	1.04	0.96	232.00	0.00	1.03	0.97	0.899631	1.16516	0.0439801	0.843259	1.0919	0.0439524
ENSG00000179460.5	ENST00000429983.1	1135.00	958.91	0.00	0.00	0.00	0.00	0.00	0.02	0.02	3.49779e-07	0.0500235	0.662418	3.27779e-07	0.0468553	0.662465
ENSG00000179468.5	ENST00000350513.2	1038.00	861.91	0.00	0.00	0.00	0.00	0.00	0.02	0.02	1.28151e-07	0.054877	0.659942	1.20101e-07	0.051433	0.659912
ENSG00000179476.7	ENST00000325192.7,ENST00000553841.1,ENST00000555826.5,ENST00000557112.1	2844.34	2668.25	51.00	0.31	0.28	51.00	0.00	0.46	0.43	0.279609	0.678182	0.152964	0.264579	0.638085	0.152895
ENSG00000179477.10	ENST00000319144.4,ENST00000577351.5,ENST00000583276.5,ENST00000584116.1,ENST00000647874.1,ENST00000649809.1,ENST00000650441.1	2502.00	2325.91	1.00	0.01	0.01	1.00	0.00	0.17	0.16	0.0532135	0.318547	0.28006	0.0499131	0.298477	0.280088
ENSG00000179520.10	ENST00000323346.9,ENST00000392989.3,ENST00000547922.1,ENST00000552697.1	3501.32	3325.23	2.00	0.01	0.01	2.00	0.00	0.12	0.11	0.0189327	0.250926	0.373755	0.0178254	0.235236	0.373836
ENSG00000179523.4	ENST00000313807.4,ENST00000558323.1,ENST00000559356.1,ENST00000560049.1,ENST00000560750.1	1320.71	1144.64	967.64	13.56	12.56	967.99	1.13	13.62	12.75	12.2098	15.0164	0.0355167	11.4424	14.0722	0.0354959
ENSG00000179526.16	ENST00000359551.6,ENST00000398712.6,ENST00000525275.5,ENST00000530216.5,ENST00000531375.1,ENST00000532536.5,ENST00000533184.1,ENST00000533948.1,ENST00000534242.5,ENST00000534435.1	1300.20	1124.12	1877.00	26.78	24.81	1877.00	0.00	27.03	25.31	25.3008	28.7604	0.0219147	23.7617	27.0031	0.0219491
ENSG00000179528.15	ENST00000341396.2,ENST00000377566.8,ENST00000460508.3,ENST00000479098.1,ENST00000550249.2,ENST00000618878.1	938.28	762.22	105.05	2.21	2.05	105.79	1.61	2.50	2.34	1.84694	3.22372	0.0936146	1.72805	3.01784	0.0935902
ENSG00000179532.12	ENST00000254579.10,ENST00000354685.7,ENST00000472080.1,ENST00000473019.5,ENST00000477562.1,ENST00000496802.5,ENST00000524401.2,ENST00000525080.1,ENST00000525883.5,ENST00000526027.1,ENST00000527143.1,ENST00000527990.6,ENST00000529821.5,ENST00000530197.5,ENST00000531903.5,ENST00000532027.5,ENST00000532467.1,ENST00000533635.5,ENST00000533649.1,ENST00000534210.6	4729.52	4553.43	1127.00	3.97	3.68	1126.68	0.63	4.29	4.02	3.79956	4.80705	0.0401653	3.55978	4.50417	0.0401805
ENSG00000179542.15	ENST00000338017.8,ENST00000356928.1,ENST00000596188.2	4992.00	4815.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.000983744	0.0272384	0.407518	0.000927249	0.0255235	0.407651
ENSG00000179546.4	ENST00000374619.1	2835.00	2658.91	4.00	0.02	0.02	4.00	0.00	0.03	0.03	0.00732705	0.0558692	0.300641	0.006836	0.0523225	0.300559
ENSG00000179562.2	ENST00000321407.2,ENST00000473728.1,ENST00000497650.1	4149.00	3972.91	2187.00	8.83	8.18	2187.07	0.27	8.79	8.23	8.42199	9.17862	0.0148833	7.88842	8.597	0.0148917
ENSG00000179564.3	ENST00000316436.3	1494.00	1317.91	4.68	0.06	0.05	4.91	1.03	0.07	0.07	0.0176009	0.134553	0.300231	0.016006	0.125609	0.300269
ENSG00000179571.10	ENST00000401087.3	2119.00	1942.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	2.19269e-07	0.0246711	0.656736	2.05361e-07	0.0231114	0.656689
ENSG00000179577.3	ENST00000319051.3,ENST00000622091.1	1988.50	1812.41	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.000535225	0.0414772	0.474825	0.000501291	0.0388661	0.474873
ENSG00000179580.9	ENST00000321392.4,ENST00000569210.6,ENST00000569714.5	811.67	635.58	0.00	0.00	0.00	0.00	0.00	0.07	0.07	0.00693886	0.158751	0.390934	0.00676807	0.149036	0.391008
ENSG00000179583.19	ENST00000324288.13,ENST00000381835.9,ENST00000537380.1,ENST00000570546.5,ENST00000571186.5,ENST00000571190.1,ENST00000571545.1,ENST00000572665.1,ENST00000573309.5,ENST00000573379.1,ENST00000575513.1,ENST00000576601.1,ENST00000618207.4,ENST00000618327.4,ENST00000636238.1,ENST00000637439.1,ENST00000644232.1,ENST00000646979.1	6941.55	6765.46	76.09	0.18	0.17	77.26	4.75	0.61	0.57	0.356246	0.889938	0.151927	0.335365	0.835443	0.152006
ENSG00000179588.8	ENST00000319555.7,ENST00000562417.1,ENST00000562437.2,ENST00000563351.5,ENST00000569086.5	3147.65	2971.59	1742.00	9.40	8.71	1742.00	0.00	9.50	8.90	8.112	10.8847	0.0501	7.60251	10.1998	0.0501013
ENSG00000179593.15	ENST00000380173.6,ENST00000380183.8,ENST00000571240.1,ENST00000572022.5,ENST00000573359.1	2498.60	2322.51	0.00	0.00	0.00	0.00	0.00	0.04	0.03	0.00859247	0.0673938	0.304792	0.00772173	0.0628129	0.304822
ENSG00000179598.5	ENST00000321560.3	2560.00	2383.91	693.25	4.66	4.32	692.59	1.49	4.60	4.31	4.25793	4.94809	0.0257447	3.98821	4.63448	0.0257147
ENSG00000179600.3	ENST00000314140.2,ENST00000621500.1	468.00	292.00	0.00	0.00	0.00	0.00	0.00	0.12	0.11	0.00171098	0.282575	0.481373	0.00170888	0.264888	0.481454
ENSG00000179603.17	ENST00000339582.6,ENST00000341617.7,ENST00000358373.7,ENST00000412160.1,ENST00000423518.5,ENST00000444921.3,ENST00000448250.6,ENST00000457830.1,ENST00000465800.1,ENST00000465844.1,ENST00000472701.5,ENST00000473254.1,ENST00000480995.5,ENST00000489939.5,ENST00000495315.1	1033.67	857.59	4.00	0.07	0.07	4.00	0.00	0.46	0.43	0.214918	0.760875	0.207037	0.192591	0.704133	0.206993
ENSG00000179604.9	ENST00000335793.3,ENST00000439510.2,ENST00000578516.1,ENST00000579611.1,ENST00000580315.1,ENST00000581014.1,ENST00000581045.1,ENST00000582303.1,ENST00000630622.1	2760.80	2584.71	2379.00	14.76	13.68	2379.00	0.00	15.09	14.13	14.2072	16.0041	0.0199605	13.3025	14.9863	0.0199733
ENSG00000179611.3	ENST00000378718.2	2776.00	2599.91	276.13	1.70	1.58	276.82	7.73	1.69	1.58	1.47253	1.9114	0.0447832	1.37875	1.78982	0.0447816
ENSG00000179615.2	ENST00000321688.1,ENST00000641114.1	1239.00	1062.91	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.000710275	0.0790315	0.484966	0.000732315	0.0741191	0.484966
ENSG00000179626.4	ENST00000394256.2,ENST00000641569.1,ENST00000641851.1	3725.33	3549.24	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00110518	0.0615438	0.472911	0.00108671	0.0577049	0.472929
ENSG00000179627.9	ENST00000342537.7,ENST00000555360.1	3744.07	3567.97	768.00	3.45	3.20	768.00	0.00	3.44	3.22	3.18731	3.70142	0.025646	2.98929	3.47081	0.0256409
ENSG00000179630.10	ENST00000325686.6,ENST00000425906.1,ENST00000441843.5	3022.00	2845.91	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.00128565	0.0987071	0.500367	0.00118227	0.0924738	0.50043
ENSG00000179632.9	ENST00000322428.9,ENST00000527058.1,ENST00000527572.5,ENST00000532522.5,ENST00000534585.5,ENST00000534811.1	1549.19	1373.10	5284.00	61.71	57.19	5284.00	0.00	60.79	56.93	58.71	62.8236	0.0116744	55.0084	58.8626	0.0116894
ENSG00000179636.14	ENST00000321760.10,ENST00000460647.6,ENST00000472458.5,ENST00000481535.5,ENST00000495665.2,ENST00000525425.2,ENST00000529496.1,ENST00000530140.6,ENST00000532060.1,ENST00000533755.5,ENST00000534434.2,ENST00000555751.1	971.11	795.05	2.00	0.04	0.04	2.38	0.65	0.49	0.46	0.236416	0.767727	0.190927	0.221512	0.71932	0.19088
ENSG00000179639.10	ENST00000368114.1,ENST00000368115.5	1165.00	988.91	1.00	0.02	0.02	1.00	0.00	0.06	0.06	0.0058137	0.127586	0.397543	0.00544691	0.119537	0.397597
ENSG00000179673.4	ENST00000322329.4	1093.00	916.91	1.00	0.02	0.02	1.00	0.00	0.03	0.03	0.000933395	0.0831321	0.475823	0.000785761	0.0777994	0.475745
ENSG00000179674.3	ENST00000320767.3	1294.00	1117.91	2.00	0.03	0.03	2.00	0.00	0.04	0.04	0.00440784	0.0906713	0.385798	0.00410788	0.0849237	0.385753
ENSG00000179676.6	ENST00000323355.3,ENST00000454647.1,ENST00000456505.1	476.33	300.44	0.00	0.00	0.00	0.00	0.00	0.50	0.47	0.017342	1.28459	0.499026	0.0162548	1.20321	0.499001
ENSG00000179695.2	ENST00000322678.1,ENST00000641202.1,ENST00000641516.1	1575.33	1399.24	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.00294844	0.087379	0.405635	0.00276688	0.0818698	0.405741
ENSG00000179698.13	ENST00000323662.8,ENST00000525150.5,ENST00000528691.5,ENST00000529209.1,ENST00000533108.1,ENST00000534167.5	4365.69	4189.60	79.00	0.30	0.28	79.00	0.00	0.35	0.33	0.257629	0.443672	0.0904257	0.241512	0.415826	0.0904834
ENSG00000179709.8	ENST00000291971.7,ENST00000590542.1	3934.00	3757.91	2.00	0.01	0.01	2.00	0.00	0.02	0.02	0.00327083	0.0369496	0.335055	0.00303085	0.0345917	0.335072
ENSG00000179715.12	ENST00000432328.2,ENST00000546455.5,ENST00000548348.1,ENST00000549500.1,ENST00000549630.1,ENST00000551777.1	1310.79	1134.71	1183.65	16.73	15.50	1183.64	1.04	16.69	15.63	15.4891	17.909	0.0248394	14.5563	16.823	0.0248246
ENSG00000179743.4	ENST00000317122.2	2473.00	2296.91	541.00	3.78	3.50	541.00	0.00	3.73	3.50	3.42571	4.04804	0.0288958	3.21232	3.79581	0.0289083
ENSG00000179750.15	ENST00000333467.3,ENST00000335760.9,ENST00000402182.7,ENST00000407298.7	1506.39	1330.30	2660.48	32.07	29.72	2660.35	4.76	31.71	29.70	30.4824	32.9639	0.0134637	28.5587	30.885	0.0134954
ENSG00000179751.6	ENST00000318438.6	573.00	396.96	1.00	0.04	0.04	1.00	0.00	0.08	0.07	0.00159622	0.192743	0.474892	0.00223392	0.181344	0.474862
ENSG00000179755.3	ENST00000319817.3	2481.00	2304.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	1.18987e-08	0.0204977	0.658276	1.11476e-08	0.0192036	0.658267
ENSG00000179761.11	ENST00000323372.8,ENST00000419875.2,ENST00000466889.5,ENST00000469082.1,ENST00000484308.5,ENST00000577182.5,ENST00000578748.6,ENST00000580241.5,ENST00000580383.5,ENST00000583215.5	896.30	720.22	12.00	0.27	0.25	12.00	0.00	0.51	0.48	0.293564	0.752866	0.156985	0.275019	0.705266	0.156968
ENSG00000179766.19	ENST00000329395.12,ENST00000423138.3,ENST00000430846.5,ENST00000439972.6,ENST00000650605.1	2522.00	2345.91	2.19	0.01	0.01	2.32	0.78	0.05	0.05	0.0156897	0.0899591	0.264546	0.0146996	0.0842691	0.264472
ENSG00000179772.7	ENST00000375978.4	1319.00	1142.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	2.44121e-08	0.0414436	0.657963	2.28792e-08	0.038828	0.657935
ENSG00000179774.8	ENST00000373673.4	1480.00	1303.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	2.27652e-07	0.0360641	0.655373	2.13201e-07	0.0337936	0.655333
ENSG00000179776.18	ENST00000341529.7,ENST00000539168.1,ENST00000562048.5,ENST00000563425.2,ENST00000565334.5,ENST00000568023.1,ENST00000568155.2,ENST00000614547.4,ENST00000649567.1	1932.00	1755.91	1.00	0.01	0.01	1.00	0.00	0.18	0.17	0.0527534	0.338701	0.289101	0.0493431	0.317288	0.289145
ENSG00000179796.12	ENST00000396641.6,ENST00000414619.1,ENST00000417744.5,ENST00000432040.1,ENST00000456208.2,ENST00000469437.1,ENST00000648296.1	6913.00	6736.91	3.00	0.01	0.01	3.00	0.00	0.14	0.13	0.0368786	0.258496	0.295473	0.0347357	0.242398	0.295469
ENSG00000179799.9	ENST00000478335.2,ENST00000641331.1,ENST00000641370.1	1035.00	858.91	1.00	0.02	0.02	1.00	0.00	0.07	0.06	0.0123046	0.132422	0.339233	0.0115494	0.124089	0.339213
ENSG00000179813.6	ENST00000313851.2,ENST00000537894.5	3271.50	3095.41	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.000298138	0.0245902	0.475392	0.000284674	0.0230527	0.475305
ENSG00000179817.5	ENST00000314254.3	1444.00	1267.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	9.16549e-09	0.0373399	0.660472	8.59366e-09	0.0349609	0.660474
